Token,Symbol,Name,exch_seg
17388,ADANIPOWER-EQ,ADANIPOWER,NSE
19073,AARVI-EQ,AARVI,NSE
4116,HBSL-EQ,HBSL,NSE
10604,BHARTIARTL-EQ,BHARTIARTL,NSE
1011,SCHAEFFLER-EQ,SCHAEFFLER,NSE
13409,GPIL-EQ,GPIL,NSE
6216,CAMLINFINE-EQ,CAMLINFINE,NSE
16639,KIRIINDUS-EQ,KIRIINDUS,NSE
18060,CONCORDBIO-EQ,CONCORDBIO,NSE
23553,AIIL-EQ,AIIL,NSE
967,SUBEXLTD-EQ,SUBEXLTD,NSE
20303,GANDHAR-EQ,GANDHAR,NSE
199,MASFIN-EQ,MASFIN,NSE
2627,IT-EQ,IT,NSE
2535,PGHH-EQ,PGHH,NSE
18220,KECL-EQ,KECL,NSE
23650,MUTHOOTFIN-EQ,MUTHOOTFIN,NSE
15420,ACL-EQ,ACL,NSE
12015,SATINDLTD-EQ,SATINDLTD,NSE
1515,INDIACEM-EQ,INDIACEM,NSE
4410,JAGSNPHARM-EQ,JAGSNPHARM,NSE
1196,KANSAINER-EQ,KANSAINER,NSE
15355,RECLTD-EQ,RECLTD,NSE
18679,HPL-EQ,HPL,NSE
10661,PONNIERODE-EQ,PONNIERODE,NSE
10990,RADICO-EQ,RADICO,NSE
10343,RADHIKAJWE-EQ,RADHIKAJWE,NSE
18250,PYRAMID-EQ,PYRAMID,NSE
18347,NIFMID150-EQ,NIFMID150,NSE
11532,ULTRACEMCO-EQ,ULTRACEMCO,NSE
21252,AXISNIFTY-EQ,AXISNIFTY,NSE
11293,UNIENTER-EQ,UNIENTER,NSE
16658,SIGMA-EQ,SIGMA,NSE
3637,JUBLPHARMA-EQ,JUBLPHARMA,NSE
19543,HDFCGOLD-EQ,HDFCGOLD,NSE
19691,JITFINFRA-EQ,JITFINFRA,NSE
23864,AWFIS-EQ,AWFIS,NSE
13300,NITCO-EQ,NITCO,NSE
10473,POWERMECH-EQ,POWERMECH,NSE
17939,HINDCOPPER-EQ,HINDCOPPER,NSE
11547,HDFCLOWVOL-EQ,HDFCLOWVOL,NSE
8054,KTKBANK-EQ,KTKBANK,NSE
20071,INTENTECH-EQ,INTENTECH,NSE
1270,AMBUJACEM-EQ,AMBUJACEM,NSE
14413,PAGEIND-EQ,PAGEIND,NSE
4394,MIRZAINT-EQ,MIRZAINT,NSE
18760,YATRA-EQ,YATRA,NSE
6843,SMLT-EQ,SMLT,NSE
10865,GVPTECH-EQ,GVPTECH,NSE
4421,CREDITACC-EQ,CREDITACC,NSE
11445,PILANIINVS-EQ,PILANIINVS,NSE
15391,RACE-EQ,RACE,NSE
9652,RELCHEMQ-EQ,RELCHEMQ,NSE
1181,GODFRYPHLP-EQ,GODFRYPHLP,NSE
341,BALRAMCHIN-EQ,BALRAMCHIN,NSE
3812,ZEEL-EQ,ZEEL,NSE
18562,MITTAL-EQ,MITTAL,NSE
14753,031NSETEST-EQ,031NSETEST,NSE
3563,ADANIGREEN-EQ,ADANIGREEN,NSE
10453,SATIN-EQ,SATIN,NSE
17722,DEN-EQ,DEN,NSE
13598,SELAN-EQ,SELAN,NSE
20621,PENIND-EQ,PENIND,NSE
20086,CAREERP-EQ,CAREERP,NSE
13511,MUNJALAU-EQ,MUNJALAU,NSE
9014,ANUP-EQ,ANUP,NSE
5631,PAR-EQ,PAR,NSE
10753,UNIONBANK-EQ,UNIONBANK,NSE
2124,MASTEK-EQ,MASTEK,NSE
5279,ROLEXRINGS-EQ,ROLEXRINGS,NSE
15209,PPAP-EQ,PPAP,NSE
2885,RELIANCE-EQ,RELIANCE,NSE
8657,DIL-EQ,DIL,NSE
1139,GICHSGFIN-EQ,GICHSGFIN,NSE
13536,VIDHIING-EQ,VIDHIING,NSE
4843,SNOWMAN-EQ,SNOWMAN,NSE
14557,AROGRANITE-EQ,AROGRANITE,NSE
15124,KOLTEPATIL-EQ,KOLTEPATIL,NSE
2513,BCLIND-EQ,BCLIND,NSE
4503,MPHASIS-EQ,MPHASIS,NSE
495,BLUEDART-EQ,BLUEDART,NSE
21705,MEDIASSIST-EQ,MEDIASSIST,NSE
18659,MARATHON-EQ,MARATHON,NSE
1455,HIL-EQ,HIL,NSE
12913,SARVESHWAR-EQ,SARVESHWAR,NSE
14428,GOLDBEES-EQ,GOLDBEES,NSE
11212,SHK-EQ,SHK,NSE
14111,NETWORK18-EQ,NETWORK18,NSE
3126,SHREYANIND-EQ,SHREYANIND,NSE
14236,HDFCMID150-EQ,HDFCMID150,NSE
5359,KRSNAA-EQ,KRSNAA,NSE
8159,FIBERWEB-EQ,FIBERWEB,NSE
11860,JKPAPER-EQ,JKPAPER,NSE
14278,ORIENTBELL-EQ,ORIENTBELL,NSE
5143,JAICORPLTD-EQ,JAICORPLTD,NSE
11927,NECLIFE-EQ,NECLIFE,NSE
10159,ORICONENT-EQ,ORICONENT,NSE
19184,SFL-EQ,SFL,NSE
3857,VARROC-EQ,VARROC,NSE
4184,SANGAMIND-EQ,SANGAMIND,NSE
3363,SUPREMEIND-EQ,SUPREMEIND,NSE
25897,MINDACORP-EQ,MINDACORP,NSE
13826,SOBHA-EQ,SOBHA,NSE
7422,MONQ50-EQ,MONQ50,NSE
18431,BIGBLOC-EQ,BIGBLOC,NSE
11915,YESBANK-EQ,YESBANK,NSE
13522,NECCLTD-EQ,NECCLTD,NSE
1726,JBCHEPHARM-EQ,JBCHEPHARM,NSE
12000,FAZE3Q-EQ,FAZE3Q,NSE
955,ESABINDIA-EQ,ESABINDIA,NSE
9362,CAMPUS-EQ,CAMPUS,NSE
8797,OBCL-EQ,OBCL,NSE
3010,AXISTECETF-EQ,AXISTECETF,NSE
11065,NATHBIOGEN-EQ,NATHBIOGEN,NSE
3351,SUNPHARMA-EQ,SUNPHARMA,NSE
14314,TTL-EQ,TTL,NSE
3324,SUBROS-EQ,SUBROS,NSE
19877,RADIOCITY-EQ,RADIOCITY,NSE
19633,ITETF-EQ,ITETF,NSE
7965,MALLCOM-EQ,MALLCOM,NSE
1485,IFBIND-EQ,IFBIND,NSE
5911,PARAS-EQ,PARAS,NSE
17572,LIQUID-EQ,LIQUID,NSE
11840,NH-EQ,NH,NSE
14786,LOWVOL-EQ,LOWVOL,NSE
23804,BSLGOLDETF-EQ,BSLGOLDETF,NSE
14218,CTE-EQ,CTE,NSE
9685,TRIDENT-EQ,TRIDENT,NSE
7844,AUTOIETF-EQ,AUTOIETF,NSE
13517,EMAMILTD-EQ,EMAMILTD,NSE
20776,BHAGYANGR-EQ,BHAGYANGR,NSE
13376,UTTAMSUGAR-EQ,UTTAMSUGAR,NSE
467,HDFCLIFE-EQ,HDFCLIFE,NSE
7287,JTLIND-EQ,JTLIND,NSE
8968,HARIOMPIPE-EQ,HARIOMPIPE,NSE
5292,PRITIKAUTO-EQ,PRITIKAUTO,NSE
19578,UGARSUGAR-EQ,UGARSUGAR,NSE
24378,RELIABLE-EQ,RELIABLE,NSE
1085,GABRIEL-EQ,GABRIEL,NSE
4481,AARTIDRUGS-EQ,AARTIDRUGS,NSE
7109,JMA-EQ,JMA,NSE
12384,ZIMLAB-EQ,ZIMLAB,NSE
13162,CELEBRITY-EQ,CELEBRITY,NSE
4732,SKMEGGPROD-EQ,SKMEGGPROD,NSE
25718,POLYMED-EQ,POLYMED,NSE
13226,GVKPIL-EQ,GVKPIL,NSE
3150,SIEMENS-EQ,SIEMENS,NSE
10585,MOM30IETF-EQ,MOM30IETF,NSE
13753,MANOMAY-EQ,MANOMAY,NSE
13875,JINDRILL-EQ,JINDRILL,NSE
9599,DELHIVERY-EQ,DELHIVERY,NSE
29733,NIBL-EQ,NIBL,NSE
15380,MANKIND-EQ,MANKIND,NSE
10397,JISLJALEQS-EQ,JISLJALEQS,NSE
10633,HDFCNIF100-EQ,HDFCNIF100,NSE
13637,JMFINANCIL-EQ,JMFINANCIL,NSE
18553,JLHL-EQ,JLHL,NSE
3357,SUPERSPIN-EQ,SUPERSPIN,NSE
20642,JINDWORLD-EQ,JINDWORLD,NSE
18944,KINGFA-EQ,KINGFA,NSE
1467,AKZOINDIA-EQ,AKZOINDIA,NSE
21770,ICICIGI-EQ,ICICIGI,NSE
9436,AXISCADES-EQ,AXISCADES,NSE
2799,CHEMFAB-EQ,CHEMFAB,NSE
12716,TEAMLEASE-EQ,TEAMLEASE,NSE
881,DRREDDY-EQ,DRREDDY,NSE
14777,121NSETEST-EQ,121NSETEST,NSE
11957,IDFC-EQ,IDFC,NSE
20556,INDIASHLTR-EQ,INDIASHLTR,NSE
24196,VADILALIND-EQ,VADILALIND,NSE
5732,AXISCETF-EQ,AXISCETF,NSE
1360,HIMATSEIDE-EQ,HIMATSEIDE,NSE
2043,RAMCOCEM-EQ,RAMCOCEM,NSE
11667,DWARKESH-EQ,DWARKESH,NSE
2431,RAILTEL-EQ,RAILTEL,NSE
6961,MENONBE-EQ,MENONBE,NSE
11573,FORCEMOT-EQ,FORCEMOT,NSE
3129,SHREYAS-EQ,SHREYAS,NSE
23027,LANCORHOL-EQ,LANCORHOL,NSE
14762,061NSETEST-EQ,061NSETEST,NSE
14627,HILTON-EQ,HILTON,NSE
8413,MIDCAPETF-EQ,MIDCAPETF,NSE
15360,NAHARCAP-EQ,NAHARCAP,NSE
13086,AIAENG-EQ,AIAENG,NSE
18049,MINDTECK-EQ,MINDTECK,NSE
20905,AZAD-EQ,AZAD,NSE
2049,CHENNPETRO-EQ,CHENNPETRO,NSE
3252,SPIC-EQ,SPIC,NSE
7560,UNITEDPOLY-EQ,UNITEDPOLY,NSE
17659,UNIVPHOTO-EQ,UNIVPHOTO,NSE
17486,EXPLEOSOL-EQ,EXPLEOSOL,NSE
13966,HBLPOWER-EQ,HBLPOWER,NSE
15204,ARIES-EQ,ARIES,NSE
21469,OPTIEMUS-EQ,OPTIEMUS,NSE
3186,SKFINDIA-EQ,SKFINDIA,NSE
5394,MOL-EQ,MOL,NSE
18359,SANDUMA-EQ,SANDUMA,NSE
14937,CIEINDIA-EQ,CIEINDIA,NSE
2868,HITECH-EQ,HITECH,NSE
17922,GEEKAYWIRE-EQ,GEEKAYWIRE,NSE
13844,MMFL-EQ,MMFL,NSE
17576,PVTBANKADD-EQ,PVTBANKADD,NSE
5435,APTUS-EQ,APTUS,NSE
13794,BAIDFIN-EQ,BAIDFIN,NSE
2142,MFSL-EQ,MFSL,NSE
14450,EMBDL-EQ,EMBDL,NSE
13611,IRCTC-EQ,IRCTC,NSE
2939,RUBYMILLS-EQ,RUBYMILLS,NSE
3275,TEMBO-EQ,TEMBO,NSE
20453,APCL-EQ,APCL,NSE
5378,ASAHIINDIA-EQ,ASAHIINDIA,NSE
11165,COFFEEDAY-EQ,COFFEEDAY,NSE
11813,SHOPERSTOP-EQ,SHOPERSTOP,NSE
10099,GODREJCP-EQ,GODREJCP,NSE
11743,JINDALPHOT-EQ,JINDALPHOT,NSE
1530,INDIANHUME-EQ,INDIANHUME,NSE
11872,GRANULES-EQ,GRANULES,NSE
13751,NAUKRI-EQ,NAUKRI,NSE
1494,RBA-EQ,RBA,NSE
20607,INOXINDIA-EQ,INOXINDIA,NSE
8866,CHOICEIN-EQ,CHOICEIN,NSE
330,VALIANTORG-EQ,VALIANTORG,NSE
157,APOLLOHOSP-EQ,APOLLOHOSP,NSE
1576,GILLETTE-EQ,GILLETTE,NSE
2144,BDL-EQ,BDL,NSE
14003,ZEEMEDIA-EQ,ZEEMEDIA,NSE
3329,ISGEC-EQ,ISGEC,NSE
3987,GREENPLY-EQ,GREENPLY,NSE
12022,AURIONPRO-EQ,AURIONPRO,NSE
10637,OLECTRA-EQ,OLECTRA,NSE
14584,PSUBNKIETF-EQ,PSUBNKIETF,NSE
11935,SPLIL-EQ,SPLIL,NSE
13404,SUNTV-EQ,SUNTV,NSE
18124,DBREALTY-EQ,DBREALTY,NSE
11373,BIOCON-EQ,BIOCON,NSE
11763,JPPOWER-EQ,JPPOWER,NSE
2837,RANASUG-EQ,RANASUG,NSE
14687,GOACARBON-EQ,GOACARBON,NSE
1235,GREAVESCOT-EQ,GREAVESCOT,NSE
12863,V1NSETEST-EQ,V1NSETEST,NSE
19218,VALIANTLAB-EQ,VALIANTLAB,NSE
27008,HEXATRADEX-EQ,HEXATRADEX,NSE
10511,UTINIFTETF-EQ,UTINIFTETF,NSE
13821,RUCHIRA-EQ,RUCHIRA,NSE
14208,TV18BRDCST-EQ,TV18BRDCST,NSE
14101,PTL-EQ,PTL,NSE
2112,MARALOVER-EQ,MARALOVER,NSE
17351,SALONA-EQ,SALONA,NSE
24077,MID150CASE-EQ,MID150CASE,NSE
19501,TCLCONS-EQ,TCLCONS,NSE
1110,DANGEE-EQ,DANGEE,NSE
11039,DCMNVL-EQ,DCMNVL,NSE
15180,KIRLPNU-EQ,KIRLPNU,NSE
13211,JAGRAN-EQ,JAGRAN,NSE
1200,ESG-EQ,ESG,NSE
13126,REPRO-EQ,REPRO,NSE
15184,BRIGADE-EQ,BRIGADE,NSE
8266,SOFTTECH-EQ,SOFTTECH,NSE
16933,INDBANK-EQ,INDBANK,NSE
12108,HDFCPVTBAN-EQ,HDFCPVTBAN,NSE
11297,SIL-EQ,SIL,NSE
8585,NLCINDIA-EQ,NLCINDIA,NSE
8510,GATEWAY-EQ,GATEWAY,NSE
19061,MANAPPURAM-EQ,MANAPPURAM,NSE
2354,KBCGLOBAL-EQ,KBCGLOBAL,NSE
4491,JCHAC-EQ,JCHAC,NSE
14778,131NSETEST-EQ,131NSETEST,NSE
7242,METROBRAND-EQ,METROBRAND,NSE
7048,HESTERBIO-EQ,HESTERBIO,NSE
19640,ALPHAETF-EQ,ALPHAETF,NSE
15384,DHANI-EQ,DHANI,NSE
305,BAJAJHLDNG-EQ,BAJAJHLDNG,NSE
5352,EXXARO-EQ,EXXARO,NSE
31475,ORBTEXP-EQ,ORBTEXP,NSE
16713,UBL-EQ,UBL,NSE
13510,AKASH-EQ,AKASH,NSE
18962,RAJRATAN-EQ,RAJRATAN,NSE
25786,KANANIIND-EQ,KANANIIND,NSE
8546,CHALET-EQ,CHALET,NSE
11364,VAIBHAVGBL-EQ,VAIBHAVGBL,NSE
3172,GILT5YBEES-EQ,GILT5YBEES,NSE
11884,MANINDS-EQ,MANINDS,NSE
24969,WINDMACHIN-EQ,WINDMACHIN,NSE
24159,AFIL-EQ,AFIL,NSE
17307,AJMERA-EQ,AJMERA,NSE
25082,TREEHOUSE-EQ,TREEHOUSE,NSE
14418,ASTRAL-EQ,ASTRAL,NSE
11896,GEOJITFSL-EQ,GEOJITFSL,NSE
22,ACC-EQ,ACC,NSE
31468,LYPSAGEMS-EQ,LYPSAGEMS,NSE
21174,CDSL-EQ,CDSL,NSE
10415,MUTHOOTCAP-EQ,MUTHOOTCAP,NSE
19265,BLISSGVS-EQ,BLISSGVS,NSE
1333,HDFCBANK-EQ,HDFCBANK,NSE
1756,JINDALPOLY-EQ,JINDALPOLY,NSE
7902,LFIC-EQ,LFIC,NSE
3530,AXISBPSETF-EQ,AXISBPSETF,NSE
18341,VPRPL-EQ,VPRPL,NSE
15589,AVG-EQ,AVG,NSE
15343,SADHNANIQ-EQ,SADHNANIQ,NSE
1633,IPCALAB-EQ,IPCALAB,NSE
10276,KAYA-EQ,KAYA,NSE
2809,RAJSREESUG-EQ,RAJSREESUG,NSE
10619,HDFCNEXT50-EQ,HDFCNEXT50,NSE
19800,WELINV-EQ,WELINV,NSE
15017,MAANALU-EQ,MAANALU,NSE
206,ASHIMASYN-EQ,ASHIMASYN,NSE
1621,TATAINVEST-EQ,TATAINVEST,NSE
11275,TVTODAY-EQ,TVTODAY,NSE
2514,OSWALAGRO-EQ,OSWALAGRO,NSE
13976,TANLA-EQ,TANLA,NSE
17140,IDEAFORGE-EQ,IDEAFORGE,NSE
20134,RAMKY-EQ,RAMKY,NSE
7105,TEGA-EQ,TEGA,NSE
21091,STARCEMENT-EQ,STARCEMENT,NSE
14346,ORIENTALTL-EQ,ORIENTALTL,NSE
2979,ORTINLAB-EQ,ORTINLAB,NSE
20323,RESPONIND-EQ,RESPONIND,NSE
19705,LIQUIDSBI-EQ,LIQUIDSBI,NSE
17032,THYROCARE-EQ,THYROCARE,NSE
3912,KHAITANLTD-EQ,KHAITANLTD,NSE
6278,MEDICAMEQ-EQ,MEDICAMEQ,NSE
9867,NEXTMEDIA-EQ,NEXTMEDIA,NSE
6656,POLICYBZR-EQ,POLICYBZR,NSE
18614,SAMHI-EQ,SAMHI,NSE
1168,GMBREW-EQ,GMBREW,NSE
19211,HMVL-EQ,HMVL,NSE
1186,GLAND-EQ,GLAND,NSE
804,SHIVATEX-EQ,SHIVATEX,NSE
5426,NUVOCO-EQ,NUVOCO,NSE
23607,BALUFORGE-EQ,BALUFORGE,NSE
371,BATAINDIA-EQ,BATAINDIA,NSE
21314,DYNPRO-EQ,DYNPRO,NSE
18208,ORIENTLTD-EQ,ORIENTLTD,NSE
3389,AGARIND-EQ,AGARIND,NSE
4911,MADRASFERT-EQ,MADRASFERT,NSE
8163,SPENCERS-EQ,SPENCERS,NSE
15219,PATINTLOG-EQ,PATINTLOG,NSE
13814,KAMOPAINTS-EQ,KAMOPAINTS,NSE
13451,RATNAMANI-EQ,RATNAMANI,NSE
694,CIPLA-EQ,CIPLA,NSE
9879,CHEVIOT-EQ,CHEVIOT,NSE
18423,RATNAVEER-EQ,RATNAVEER,NSE
11655,JBMA-EQ,JBMA,NSE
3507,MAFANG-EQ,MAFANG,NSE
2643,PFIZER-EQ,PFIZER,NSE
2385,NAVNETEDUL-EQ,NAVNETEDUL,NSE
1979,LAXMIMACH-EQ,LAXMIMACH,NSE
5900,AXISBANK-EQ,AXISBANK,NSE
13101,VIMTALABS-EQ,VIMTALABS,NSE
18479,ISFT-EQ,ISFT,NSE
13197,GSPL-EQ,GSPL,NSE
15278,ONMOBILE-EQ,ONMOBILE,NSE
220,IEX-EQ,IEX,NSE
17044,SHARIABEES-EQ,SHARIABEES,NSE
14567,BFUTILITIE-EQ,BFUTILITIE,NSE
11880,JSWHL-EQ,JSWHL,NSE
6568,LAXMICOT-EQ,LAXMICOT,NSE
6066,ATGL-EQ,ATGL,NSE
13900,CREST-EQ,CREST,NSE
17333,MHRIL-EQ,MHRIL,NSE
2717,PRECWIRE-EQ,PRECWIRE,NSE
559,BSL-EQ,BSL,NSE
3766,WHEELS-EQ,WHEELS,NSE
18131,YASHO-EQ,YASHO,NSE
8696,VRLLOG-EQ,VRLLOG,NSE
18921,VBL-EQ,VBL,NSE
578,LIKHITHA-EQ,LIKHITHA,NSE
21478,UTINEXT50-EQ,UTINEXT50,NSE
7936,AVANTIFEED-EQ,AVANTIFEED,NSE
8119,RPSGVENT-EQ,RPSGVENT,NSE
8591,AKSHOPTFBR-EQ,AKSHOPTFBR,NSE
11037,BANKIETF-EQ,BANKIETF,NSE
20825,HUDCO-EQ,HUDCO,NSE
30108,ABFRL-EQ,ABFRL,NSE
8652,VETO-EQ,VETO,NSE
13423,ELIN-EQ,ELIN,NSE
15007,MANGCHEFER-EQ,MANGCHEFER,NSE
14223,TIIL-EQ,TIIL,NSE
24225,RELAXO-EQ,RELAXO,NSE
25780,APLAPOLLO-EQ,APLAPOLLO,NSE
17747,NIITMTS-EQ,NIITMTS,NSE
9168,UTISXN50-EQ,UTISXN50,NSE
13560,GRINDWELL-EQ,GRINDWELL,NSE
23127,SCILAL-EQ,SCILAL,NSE
19299,ITDC-EQ,ITDC,NSE
16589,VAISHALI-EQ,VAISHALI,NSE
19531,BAJAJCON-EQ,BAJAJCON,NSE
4749,CONCOR-EQ,CONCOR,NSE
23799,GODIGIT-EQ,GODIGIT,NSE
13091,EKC-EQ,EKC,NSE
13987,ABSLBANETF-EQ,ABSLBANETF,NSE
1247,GSFC-EQ,GSFC,NSE
13139,EBBETF0433-EQ,EBBETF0433,NSE
3715,VLSFINANCE-EQ,VLSFINANCE,NSE
937,ELGIEQUIP-EQ,ELGIEQUIP,NSE
9158,BALAJITELE-EQ,BALAJITELE,NSE
5701,CUB-EQ,CUB,NSE
10406,STEELCITY-EQ,STEELCITY,NSE
5688,ARCHIES-EQ,ARCHIES,NSE
11571,PPLPHARMA-EQ,PPLPHARMA,NSE
4010,PVP-EQ,PVP,NSE
11411,RKFORGE-EQ,RKFORGE,NSE
11265,TVSELECT-EQ,TVSELECT,NSE
20329,CGCL-EQ,CGCL,NSE
18593,EMSLIMITED-EQ,EMSLIMITED,NSE
11262,IGL-EQ,IGL,NSE
2183,SUNDARMHLD-EQ,SUNDARMHLD,NSE
11677,INDOCO-EQ,INDOCO,NSE
20160,CANTABIL-EQ,CANTABIL,NSE
17616,PSUBANKADD-EQ,PSUBANKADD,NSE
15409,NESCO-EQ,NESCO,NSE
3799,WSTCSTPAPR-EQ,WSTCSTPAPR,NSE
24265,ESTER-EQ,ESTER,NSE
1145,GIPCL-EQ,GIPCL,NSE
2085,MAHSCOOTER-EQ,MAHSCOOTER,NSE
13839,DONEAR-EQ,DONEAR,NSE
1336,HEG-EQ,HEG,NSE
18268,AEROFLEX-EQ,AEROFLEX,NSE
14912,KPRMILL-EQ,KPRMILL,NSE
5020,SVPGLOB-EQ,SVPGLOB,NSE
13982,JASH-EQ,JASH,NSE
22233,DHUNINV-EQ,DHUNINV,NSE
10508,MOHEALTH-EQ,MOHEALTH,NSE
11236,JSL-EQ,JSL,NSE
15883,HINDWAREAP-EQ,HINDWAREAP,NSE
3744,FINEORG-EQ,FINEORG,NSE
17999,UNITEDTEA-EQ,UNITEDTEA,NSE
23621,JNKINDIA-EQ,JNKINDIA,NSE
5194,ANTGRAPHIC-EQ,ANTGRAPHIC,NSE
24870,INVENTURE-EQ,INVENTURE,NSE
2739,PRSMJOHNSN-EQ,PRSMJOHNSN,NSE
29577,NIF100BEES-EQ,NIF100BEES,NSE
16669,BAJAJ-AUTO-EQ,BAJAJ-AUTO,NSE
16725,RPGLIFE-EQ,RPGLIFE,NSE
245,ADL-EQ,ADL,NSE
15083,ADANIPORTS-EQ,ADANIPORTS,NSE
8050,MAHLIFE-EQ,MAHLIFE,NSE
16915,ZFCVINDIA-EQ,ZFCVINDIA,NSE
13761,BBL-EQ,BBL,NSE
1594,INFY-EQ,INFY,NSE
19447,CAPTRUST-EQ,CAPTRUST,NSE
11435,SPANDANA-EQ,SPANDANA,NSE
22477,NOVAAGRI-EQ,NOVAAGRI,NSE
23693,INDGN-EQ,INDGN,NSE
2168,RAJMET-EQ,RAJMET,NSE
13001,DHARMAJ-EQ,DHARMAJ,NSE
278,AUTOAXLES-EQ,AUTOAXLES,NSE
15058,AVALON-EQ,AVALON,NSE
20854,HAPPYFORGE-EQ,HAPPYFORGE,NSE
14423,LAOPALA-EQ,LAOPALA,NSE
6407,LAMBODHARA-EQ,LAMBODHARA,NSE
163,APOLLOTYRE-EQ,APOLLOTYRE,NSE
9678,SOUTHWEST-EQ,SOUTHWEST,NSE
11909,SWELECTES-EQ,SWELECTES,NSE
10822,MOQUALITY-EQ,MOQUALITY,NSE
31163,RHIM-EQ,RHIM,NSE
13121,KERNEX-EQ,KERNEX,NSE
3980,TNPL-EQ,TNPL,NSE
16657,ANIKINDS-EQ,ANIKINDS,NSE
19233,AARTISURF-EQ,AARTISURF,NSE
19556,BHANDARI-EQ,BHANDARI,NSE
13342,VAKRANGEE-EQ,VAKRANGEE,NSE
21614,ABCAPITAL-EQ,ABCAPITAL,NSE
11999,FCSSOFT-EQ,FCSSOFT,NSE
2313,MURUDCERA-EQ,MURUDCERA,NSE
20314,NRAIL-EQ,NRAIL,NSE
2088,MAHSEAMLES-EQ,MAHSEAMLES,NSE
3757,VENKEYS-EQ,VENKEYS,NSE
13106,NAHARINDUS-EQ,NAHARINDUS,NSE
438,BHEL-EQ,BHEL,NSE
17364,VINATIORGA-EQ,VINATIORGA,NSE
15337,RAIN-EQ,RAIN,NSE
11817,MANGALAM-EQ,MANGALAM,NSE
29962,JUSTDIAL-EQ,JUSTDIAL,NSE
426,BHARATGEAR-EQ,BHARATGEAR,NSE
3482,CLSEL-EQ,CLSEL,NSE
5926,INTELLECT-EQ,INTELLECT,NSE
2841,LXCHEM-EQ,LXCHEM,NSE
15068,RELIGARE-EQ,RELIGARE,NSE
14769,091NSETEST-EQ,091NSETEST,NSE
10859,DREAMFOLKS-EQ,DREAMFOLKS,NSE
21713,LASA-EQ,LASA,NSE
13,ABB-EQ,ABB,NSE
15239,BIRLAMONEY-EQ,BIRLAMONEY,NSE
12578,FINIETF-EQ,FINIETF,NSE
15067,BLAL-EQ,BLAL,NSE
13198,COMMOIETF-EQ,COMMOIETF,NSE
324,ANGELONE-EQ,ANGELONE,NSE
21578,COMSYN-EQ,COMSYN,NSE
10794,CANBK-EQ,CANBK,NSE
22433,HDFCNIFBAN-EQ,HDFCNIFBAN,NSE
8146,DEVIT-EQ,DEVIT,NSE
3384,SWARAJENG-EQ,SWARAJENG,NSE
14299,PFC-EQ,PFC,NSE
2319,NCC-EQ,NCC,NSE
22365,ITIETF-EQ,ITIETF,NSE
1073,FOSECOIND-EQ,FOSECOIND,NSE
7780,BCONCEPTS-EQ,BCONCEPTS,NSE
1190,FMGOETZE-EQ,FMGOETZE,NSE
30835,PILITA-EQ,PILITA,NSE
24190,SYMPHONY-EQ,SYMPHONY,NSE
10285,AYMSYNTEX-EQ,AYMSYNTEX,NSE
3103,SHREECEM-EQ,SHREECEM,NSE
17702,MIDSELIETF-EQ,MIDSELIETF,NSE
17963,NESTLEIND-EQ,NESTLEIND,NSE
4244,HDFCAMC-EQ,HDFCAMC,NSE
2489,ISEC-EQ,ISEC,NSE
9683,KPITTECH-EQ,KPITTECH,NSE
1442,SANOFI-EQ,SANOFI,NSE
7979,MAKEINDIA-EQ,MAKEINDIA,NSE
15141,COLPAL-EQ,COLPAL,NSE
14947,MOTILALOFS-EQ,MOTILALOFS,NSE
4014,NAVA-EQ,NAVA,NSE
8882,TNIDETF-EQ,TNIDETF,NSE
404,BERGEPAINT-EQ,BERGEPAINT,NSE
29124,PCJEWELLER-EQ,PCJEWELLER,NSE
14607,TGBHOTELS-EQ,TGBHOTELS,NSE
11593,HDFCSENSEX-EQ,HDFCSENSEX,NSE
6198,FCL-EQ,FCL,NSE
17400,NHPC-EQ,NHPC,NSE
1859,KESORAMIND-EQ,KESORAMIND,NSE
13577,VOLTAMP-EQ,VOLTAMP,NSE
8529,GMRP&UI-EQ,GMRP&UI,NSE
18889,KSL-EQ,KSL,NSE
926,ORCHPHARMA-EQ,ORCHPHARMA,NSE
347,BANARBEADS-EQ,BANARBEADS,NSE
4963,ICICIBANK-EQ,ICICIBANK,NSE
17295,NAGAFERT-EQ,NAGAFERT,NSE
936,DPABHUSHAN-EQ,DPABHUSHAN,NSE
13880,BANCOINDIA-EQ,BANCOINDIA,NSE
1482,IFBAGRO-EQ,IFBAGRO,NSE
2202,MIRCELECTR-EQ,MIRCELECTR,NSE
24145,RETAIL-EQ,RETAIL,NSE
7211,JETFREIGHT-EQ,JETFREIGHT,NSE
4684,SONACOMS-EQ,SONACOMS,NSE
14535,GOLDSHARE-EQ,GOLDSHARE,NSE
11369,TTKHLTCARE-EQ,TTKHLTCARE,NSE
18292,IVZINGOLD-EQ,IVZINGOLD,NSE
4529,NEXT50IETF-EQ,NEXT50IETF,NSE
5306,FMCGIETF-EQ,FMCGIETF,NSE
6733,JINDALSTEL-EQ,JINDALSTEL,NSE
3499,TATASTEEL-EQ,TATASTEEL,NSE
14019,TIDEWATER-EQ,TIDEWATER,NSE
13644,BANKETFADD-EQ,BANKETFADD,NSE
1838,KARURVYSYA-EQ,KARURVYSYA,NSE
25,ADANIENT-EQ,ADANIENT,NSE
10791,NUCLEUS-EQ,NUCLEUS,NSE
