Token,Symbol,Name,exch_seg
11386,PVTBANIETF-EQ,PVTBANIETF,NSE
14784,161NSETEST-EQ,161NSETEST,NSE
9590,POLYCAB-EQ,POLYCAB,NSE
3411,TATAELXSI-EQ,TATAELXSI,NSE
18883,SJVN-EQ,SJVN,NSE
11309,BALAXI-EQ,BALAXI,NSE
9897,AIRAN-EQ,AIRAN,NSE
7229,HCLTECH-EQ,HCLTECH,NSE
1030,AARON-EQ,AARON,NSE
17625,MOLDTECH-EQ,MOLDTECH,NSE
16777,SILVRETF-EQ,SILVRETF,NSE
14501,BALAMINES-EQ,BALAMINES,NSE
18086,DBL-EQ,DBL,NSE
1497,SHIVAMILLS-EQ,SHIVAMILLS,NSE
21119,KICL-EQ,KICL,NSE
20257,ESILVER-EQ,ESILVER,NSE
4067,MARICO-EQ,MARICO,NSE
9428,SKIPPER-EQ,SKIPPER,NSE
6141,PANSARI-EQ,PANSARI,NSE
23446,171NSETEST-EQ,171NSETEST,NSE
4522,SIGIND-EQ,SIGIND,NSE
23142,PVSL-EQ,PVSL,NSE
18029,MBLINFRA-EQ,MBLINFRA,NSE
19223,TCIEXP-EQ,TCIEXP,NSE
9917,NEOGEN-EQ,NEOGEN,NSE
19933,EGOLD-EQ,EGOLD,NSE
16859,SINDHUTRAD-EQ,SINDHUTRAD,NSE
11905,GENUSPOWER-EQ,GENUSPOWER,NSE
338,BALMLAWRIE-EQ,BALMLAWRIE,NSE
8075,DALBHARAT-EQ,DALBHARAT,NSE
18668,NAVINIFTY-EQ,NAVINIFTY,NSE
489,ICEMAKE-EQ,ICEMAKE,NSE
8727,SHAILY-EQ,SHAILY,NSE
10717,TIMESGTY-EQ,TIMESGTY,NSE
11983,SASKEN-EQ,SASKEN,NSE
17839,GILLANDERS-EQ,GILLANDERS,NSE
1919,KOPRAN-EQ,KOPRAN,NSE
19795,CELLO-EQ,CELLO,NSE
619,CENTENKA-EQ,CENTENKA,NSE
18652,ICICIPRULI-EQ,ICICIPRULI,NSE
9810,AETHER-EQ,AETHER,NSE
1841,KCP-EQ,KCP,NSE
16913,ARTEMISMED-EQ,ARTEMISMED,NSE
29598,REPCOHOME-EQ,REPCOHOME,NSE
17520,RTNPOWER-EQ,RTNPOWER,NSE
5748,CYIENT-EQ,CYIENT,NSE
18039,ADVENZYMES-EQ,ADVENZYMES,NSE
13868,AARTIPHARM-EQ,AARTIPHARM,NSE
23402,SRM-EQ,SRM,NSE
25634,ESSARSHPNG-EQ,ESSARSHPNG,NSE
14782,151NSETEST-EQ,151NSETEST,NSE
10485,RAMRAT-EQ,RAMRAT,NSE
2397,SANDHAR-EQ,SANDHAR,NSE
1403,HINDOILEXP-EQ,HINDOILEXP,NSE
14952,INDOWIND-EQ,INDOWIND,NSE
31507,JPOLYINVST-EQ,JPOLYINVST,NSE
595,CARBORUNIV-EQ,CARBORUNIV,NSE
2031,M&M-EQ,M&M,NSE
7672,IMAGICAA-EQ,IMAGICAA,NSE
24292,VSTTILLERS-EQ,VSTTILLERS,NSE
21750,LIQUIDCASE-EQ,LIQUIDCASE,NSE
7852,INOXWIND-EQ,INOXWIND,NSE
17859,REDTAPE-EQ,REDTAPE,NSE
11082,LIBAS-EQ,LIBAS,NSE
21740,CHOLAHLDNG-EQ,CHOLAHLDNG,NSE
2073,VTL-EQ,VTL,NSE
16719,ALMONDZ-EQ,ALMONDZ,NSE
10940,DIVISLAB-EQ,DIVISLAB,NSE
6579,FINOPB-EQ,FINOPB,NSE
22488,NIFITETF-EQ,NIFITETF,NSE
10238,CONFIPET-EQ,CONFIPET,NSE
10300,RAMASTEEL-EQ,RAMASTEEL,NSE
14198,TIMKEN-EQ,TIMKEN,NSE
2816,RALLIS-EQ,RALLIS,NSE
12489,SWSOLAR-EQ,SWSOLAR,NSE
3570,UCAL-EQ,UCAL,NSE
30023,ATULAUTO-EQ,ATULAUTO,NSE
3345,SUNDRMFAST-EQ,SUNDRMFAST,NSE
18743,SIGNATURE-EQ,SIGNATURE,NSE
13565,RAMANEWS-EQ,RAMANEWS,NSE
2493,ORIENTHOT-EQ,ORIENTHOT,NSE
8962,HARDWYN-EQ,HARDWYN,NSE
12072,SCPL-EQ,SCPL,NSE
1372,HINDCOMPOS-EQ,HINDCOMPOS,NSE
11852,SURYALAXMI-EQ,SURYALAXMI,NSE
15356,GOLDETFADD-EQ,GOLDETFADD,NSE
10557,NAVKARCORP-EQ,NAVKARCORP,NSE
17534,MGL-EQ,MGL,NSE
20936,KIRLOSENG-EQ,KIRLOSENG,NSE
22428,MAXIND-EQ,MAXIND,NSE
21794,DAVANGERE-EQ,DAVANGERE,NSE
7254,MEDPLUS-EQ,MEDPLUS,NSE
11223,UCOBANK-EQ,UCOBANK,NSE
2854,CRAFTSMAN-EQ,CRAFTSMAN,NSE
27095,SWANENERGY-EQ,SWANENERGY,NSE
11319,LICNETFN50-EQ,LICNETFN50,NSE
739,COROMANDEL-EQ,COROMANDEL,NSE
5258,INDUSINDBK-EQ,INDUSINDBK,NSE
20092,TASTYBITE-EQ,TASTYBITE,NSE
17152,MIDCAPIETF-EQ,MIDCAPIETF,NSE
16908,TOUCHWOOD-EQ,TOUCHWOOD,NSE
27067,VSSL-EQ,VSSL,NSE
13260,KEC-EQ,KEC,NSE
13925,NFL-EQ,NFL,NSE
22595,HDFCPSUBK-EQ,HDFCPSUBK,NSE
12686,MBAPL-EQ,MBAPL,NSE
11543,COFORGE-EQ,COFORGE,NSE
5142,CIGNITITEC-EQ,CIGNITITEC,NSE
3892,HATSUN-EQ,HATSUN,NSE
20372,FLAIR-EQ,FLAIR,NSE
2687,POLYPLEX-EQ,POLYPLEX,NSE
13182,ROHLTD-EQ,ROHLTD,NSE
8825,PRIVISCL-EQ,PRIVISCL,NSE
10666,PNB-EQ,PNB,NSE
999,EUROTEXIND-EQ,EUROTEXIND,NSE
20532,AXISGOLD-EQ,AXISGOLD,NSE
3718,VOLTAS-EQ,VOLTAS,NSE
4105,SILINV-EQ,SILINV,NSE
24025,KRONOX-EQ,KRONOX,NSE
13035,SAFARI-EQ,SAFARI,NSE
6164,BHAGCHEM-EQ,BHAGCHEM,NSE
10825,MOVALUE-EQ,MOVALUE,NSE
9581,METROPOLIS-EQ,METROPOLIS,NSE
16745,RBL-EQ,RBL,NSE
4172,TCNSBRANDS-EQ,TCNSBRANDS,NSE
14900,SAHYADRI-EQ,SAHYADRI,NSE
342,CAMS-EQ,CAMS,NSE
13251,SAKUMA-EQ,SAKUMA,NSE
16253,EBBETF0430-EQ,EBBETF0430,NSE
13786,TORNTPOWER-EQ,TORNTPOWER,NSE
21113,BFINVEST-EQ,BFINVEST,NSE
13082,SILVER1-EQ,SILVER1,NSE
13771,AARVEEDEN-EQ,AARVEEDEN,NSE
24398,EMCURE-EQ,EMCURE,NSE
14490,NCLIND-EQ,NCLIND,NSE
15229,LICNFNHGP-EQ,LICNFNHGP,NSE
13441,BALPHARMA-EQ,BALPHARMA,NSE
7053,ACCELYA-EQ,ACCELYA,NSE
8304,PRITI-EQ,PRITI,NSE
477,BIRLACABLE-EQ,BIRLACABLE,NSE
1100,GARFIBRES-EQ,GARFIBRES,NSE
7420,MANAKALUCO-EQ,MANAKALUCO,NSE
2181,BOSCHLTD-EQ,BOSCHLTD,NSE
4525,DYNAMATECH-EQ,DYNAMATECH,NSE
14043,SARLAPOLY-EQ,SARLAPOLY,NSE
14582,SRHHYPOLTD-EQ,SRHHYPOLTD,NSE
20063,SASTASUNDR-EQ,SASTASUNDR,NSE
14938,GSEC10YEAR-EQ,GSEC10YEAR,NSE
3149,BORORENEW-EQ,BORORENEW,NSE
25684,JISLDVREQS-EQ,JISLDVREQS,NSE
4344,PUNJABCHEM-EQ,PUNJABCHEM,NSE
22255,NDRAUTO-EQ,NDRAUTO,NSE
28906,MAYURUNIQ-EQ,MAYURUNIQ,NSE
4279,DENORA-EQ,DENORA,NSE
9641,KHANDSE-EQ,KHANDSE,NSE
2294,MTNL-EQ,MTNL,NSE
12018,SUZLON-EQ,SUZLON,NSE
14479,DIVGIITTS-EQ,DIVGIITTS,NSE
31181,MCX-EQ,MCX,NSE
14339,GANESHHOUC-EQ,GANESHHOUC,NSE
2442,NOCIL-EQ,NOCIL,NSE
17279,BLS-EQ,BLS,NSE
7177,RATEGAIN-EQ,RATEGAIN,NSE
685,CHOLAFIN-EQ,CHOLAFIN,NSE
11943,MCLEODRUSS-EQ,MCLEODRUSS,NSE
6718,SAPPHIRE-EQ,SAPPHIRE,NSE
23729,AADHARHFC-EQ,AADHARHFC,NSE
11703,ALKEM-EQ,ALKEM,NSE
22663,JSFB-EQ,JSFB,NSE
3292,DEEPINDS-EQ,DEEPINDS,NSE
6673,FOODSIN-EQ,FOODSIN,NSE
11271,DREDGECORP-EQ,DREDGECORP,NSE
13689,SAH-EQ,SAH,NSE
625,CENTURYTEX-EQ,CENTURYTEX,NSE
7603,CMSINFO-EQ,CMSINFO,NSE
2048,INDIGOPNTS-EQ,INDIGOPNTS,NSE
21623,APEX-EQ,APEX,NSE
5114,SGIL-EQ,SGIL,NSE
1008,FACT-EQ,FACT,NSE
13810,GREENPANEL-EQ,GREENPANEL,NSE
11491,APARINDS-EQ,APARINDS,NSE
13192,ENIL-EQ,ENIL,NSE
6040,EIFFL-EQ,EIFFL,NSE
22722,LICNMID100-EQ,LICNMID100,NSE
4973,PHARMABEES-EQ,PHARMABEES,NSE
10217,ADANIENSOL-EQ,ADANIENSOL,NSE
24385,KARMAENG-EQ,KARMAENG,NSE
21508,COCHINSHIP-EQ,COCHINSHIP,NSE
3220,LODHA-EQ,LODHA,NSE
6051,CYBERTECH-EQ,CYBERTECH,NSE
13801,SUTLEJTEX-EQ,SUTLEJTEX,NSE
2969,SAKHTISUG-EQ,SAKHTISUG,NSE
17053,HMAAGRO-EQ,HMAAGRO,NSE
14597,ALPHAGEO-EQ,ALPHAGEO,NSE
9408,RAINBOW-EQ,RAINBOW,NSE
9219,TPLPLASTEH-EQ,TPLPLASTEH,NSE
5313,UGROCAP-EQ,UGROCAP,NSE
5049,CLEAN-EQ,CLEAN,NSE
6364,NATIONALUM-EQ,NATIONALUM,NSE
3676,VESUVIUS-EQ,VESUVIUS,NSE
11072,AGRITECH-EQ,AGRITECH,NSE
2955,KALYANKJIL-EQ,KALYANKJIL,NSE
2972,ORIENTELEC-EQ,ORIENTELEC,NSE
10579,MARKSANS-EQ,MARKSANS,NSE
18581,KIRLOSBROS-EQ,KIRLOSBROS,NSE
2176,AKG-EQ,AKG,NSE
11979,HTMEDIA-EQ,HTMEDIA,NSE
23740,TBOTEK-EQ,TBOTEK,NSE
1708,JAYBARMARU-EQ,JAYBARMARU,NSE
22832,SMALLCAP-EQ,SMALLCAP,NSE
20698,SCHAND-EQ,SCHAND,NSE
20302,PRESTIGE-EQ,PRESTIGE,NSE
15234,AMBIKCO-EQ,AMBIKCO,NSE
12153,BBTCL-EQ,BBTCL,NSE
4986,IRCON-EQ,IRCON,NSE
20551,DOMS-EQ,DOMS,NSE
7506,WOCKPHARMA-EQ,WOCKPHARMA,NSE
5385,AAVAS-EQ,AAVAS,NSE
13430,KELLTONTEC-EQ,KELLTONTEC,NSE
15555,HCG-EQ,HCG,NSE
9617,SPLPETRO-EQ,SPLPETRO,NSE
20547,BBNPPGOLD-EQ,BBNPPGOLD,NSE
22463,EPACK-EQ,EPACK,NSE
8596,MSUMI-EQ,MSUMI,NSE
1720,JAYSREETEA-EQ,JAYSREETEA,NSE
18154,HATHWAY-EQ,HATHWAY,NSE
20534,GRAVITA-EQ,GRAVITA,NSE
11255,HDFCQUAL-EQ,HDFCQUAL,NSE
6964,GOCOLORS-EQ,GOCOLORS,NSE
17271,SENCO-EQ,SENCO,NSE
5614,GANESHBE-EQ,GANESHBE,NSE
13303,IEL-EQ,IEL,NSE
18608,ZAGGLE-EQ,ZAGGLE,NSE
20188,WABAG-EQ,WABAG,NSE
16827,KOKUYOCMLN-EQ,KOKUYOCMLN,NSE
14781,141NSETEST-EQ,141NSETEST,NSE
811,DCMSHRIRAM-EQ,DCMSHRIRAM,NSE
20224,JWL-EQ,JWL,NSE
10755,APTECHT-EQ,APTECHT,NSE
24308,ABDL-EQ,ABDL,NSE
17971,SBICARD-EQ,SBICARD,NSE
14139,SBGLP-EQ,SBGLP,NSE
714,SHALBY-EQ,SHALBY,NSE
1581,TARC-EQ,TARC,NSE
13791,PARSVNATH-EQ,PARSVNATH,NSE
10793,SYRMA-EQ,SYRMA,NSE
4204,MOTHERSON-EQ,MOTHERSON,NSE
22524,NIF10GETF-EQ,NIF10GETF,NSE
11239,NSIL-EQ,NSIL,NSE
2963,SAIL-EQ,SAIL,NSE
15308,SEPC-EQ,SEPC,NSE
11705,XCHANGING-EQ,XCHANGING,NSE
23175,KRYSTAL-EQ,KRYSTAL,NSE
25690,DSSL-EQ,DSSL,NSE
772,DABUR-EQ,DABUR,NSE
14366,IDEA-EQ,IDEA,NSE
13890,HIRECT-EQ,HIRECT,NSE
17598,ASALCBR-EQ,ASALCBR,NSE
29135,INDUSTOWER-EQ,INDUSTOWER,NSE
7942,SILVERIETF-EQ,SILVERIETF,NSE
14445,NAHARPOLY-EQ,NAHARPOLY,NSE
4391,GULFOILLUB-EQ,GULFOILLUB,NSE
21726,MATRIMONY-EQ,MATRIMONY,NSE
22243,EBBETF0425-EQ,EBBETF0425,NSE
23066,GOPAL-EQ,GOPAL,NSE
23915,LIQUIDBETF-EQ,LIQUIDBETF,NSE
312,TIINDIA-EQ,TIINDIA,NSE
11441,LICNETFSEN-EQ,LICNETFSEN,NSE
18571,GNA-EQ,GNA,NSE
11654,LALPATHLAB-EQ,LALPATHLAB,NSE
7083,STARHEALTH-EQ,STARHEALTH,NSE
7016,SHIVALIK-EQ,SHIVALIK,NSE
18096,JUBLFOOD-EQ,JUBLFOOD,NSE
24366,SBISILVER-EQ,SBISILVER,NSE
14523,ICRA-EQ,ICRA,NSE
11794,SAKSOFT-EQ,SAKSOFT,NSE
5373,DEVYANI-EQ,DEVYANI,NSE
10599,GUJGASLTD-EQ,GUJGASLTD,NSE
20527,PRUDMOULI-EQ,PRUDMOULI,NSE
1476,IDBI-EQ,IDBI,NSE
13572,MANUGRAPH-EQ,MANUGRAPH,NSE
1964,TRENT-EQ,TRENT,NSE
1927,LIQUIDETF-EQ,LIQUIDETF,NSE
6232,3IINFOLTD-EQ,3IINFOLTD,NSE
15332,NMDC-EQ,NMDC,NSE
9356,MSTCLTD-EQ,MSTCLTD,NSE
9116,INDOAMIN-EQ,INDOAMIN,NSE
2998,SUVIDHAA-EQ,SUVIDHAA,NSE
12092,KAYNES-EQ,KAYNES,NSE
9902,AXITA-EQ,AXITA,NSE
5751,SANSERA-EQ,SANSERA,NSE
21131,TEJASNET-EQ,TEJASNET,NSE
11829,SSWL-EQ,SSWL,NSE
5507,SERVOTECH-EQ,SERVOTECH,NSE
5168,SBIETFCON-EQ,SBIETFCON,NSE
2708,PRAKASH-EQ,PRAKASH,NSE
2909,RICOAUTO-EQ,RICOAUTO,NSE
5475,GRSE-EQ,GRSE,NSE
6913,RPPL-EQ,RPPL,NSE
3273,SRF-EQ,SRF,NSE
15228,UJJIVANSFB-EQ,UJJIVANSFB,NSE
1627,LINDEINDIA-EQ,LINDEINDIA,NSE
17527,MAHASTEEL-EQ,MAHASTEEL,NSE
6227,DTIL-EQ,DTIL,NSE
15399,EIHAHOTELS-EQ,EIHAHOTELS,NSE
4751,INDRAMEDCO-EQ,INDRAMEDCO,NSE
19,STYRENIX-EQ,STYRENIX,NSE
15313,IRB-EQ,IRB,NSE
2056,HOMEFIRST-EQ,HOMEFIRST,NSE
18365,PERSISTENT-EQ,PERSISTENT,NSE
17957,MMTC-EQ,MMTC,NSE
2970,SURYODAY-EQ,SURYODAY,NSE
16900,DPWIRES-EQ,DPWIRES,NSE
21704,DCAL-EQ,DCAL,NSE
17094,CROMPTON-EQ,CROMPTON,NSE
18143,JIOFIN-EQ,JIOFIN,NSE
13538,TECHM-EQ,TECHM,NSE
14677,GUJAPOLLO-EQ,GUJAPOLLO,NSE
184,TCPLPACK-EQ,TCPLPACK,NSE
9750,ETHOSLTD-EQ,ETHOSLTD,NSE
809,BSHSL-EQ,BSHSL,NSE
13285,M&MFIN-EQ,M&MFIN,NSE
14435,JKTYRE-EQ,JKTYRE,NSE
9553,PRUDENT-EQ,PRUDENT,NSE
425,KHADIM-EQ,KHADIM,NSE
14702,NAGREEKEXP-EQ,NAGREEKEXP,NSE
17869,JSWENERGY-EQ,JSWENERGY,NSE
317,BAJFINANCE-EQ,BAJFINANCE,NSE
8632,LOWVOL1-EQ,LOWVOL1,NSE
10576,NIFTYBEES-EQ,NIFTYBEES,NSE
11427,NDTV-EQ,NDTV,NSE
3776,IWEL-EQ,IWEL,NSE
13305,CENTURYPLY-EQ,CENTURYPLY,NSE
6713,MOLDTKPAC-EQ,MOLDTKPAC,NSE
19020,JSWINFRA-EQ,JSWINFRA,NSE
8167,MANYAVAR-EQ,MANYAVAR,NSE
17851,DLINKINDIA-EQ,DLINKINDIA,NSE
11403,POONAWALLA-EQ,POONAWALLA,NSE
22566,BLSE-EQ,BLSE,NSE
236,ASIANPAINT-EQ,ASIANPAINT,NSE
24386,BANSALWIRE-EQ,BANSALWIRE,NSE
11184,IDFCFIRSTB-EQ,IDFCFIRSTB,NSE
940,PGHL-EQ,PGHL,NSE
16959,ALKALI-EQ,ALKALI,NSE
335,BALKRISIND-EQ,BALKRISIND,NSE
25088,ASAHISONG-EQ,ASAHISONG,NSE
11045,SATIA-EQ,SATIA,NSE
9847,NV20BEES-EQ,NV20BEES,NSE
11407,XPROINDIA-EQ,XPROINDIA,NSE
5948,SOUTHBANK-EQ,SOUTHBANK,NSE
14758,051NSETEST-EQ,051NSETEST,NSE
857,DHAMPURSUG-EQ,DHAMPURSUG,NSE
20760,RPPINFRA-EQ,RPPINFRA,NSE
2866,RCF-EQ,RCF,NSE
2705,PRAJIND-EQ,PRAJIND,NSE
21541,JUBLINDS-EQ,JUBLINDS,NSE
9117,TIPSINDLTD-EQ,TIPSINDLTD,NSE
18321,LGBBROSLTD-EQ,LGBBROSLTD,NSE
21428,TATSILV-EQ,TATSILV,NSE
14194,NINSYS-EQ,NINSYS,NSE
14385,POCL-EQ,POCL,NSE
1808,KAJARIACER-EQ,KAJARIACER,NSE
8953,ELDEHSG-EQ,ELDEHSG,NSE
527,UTIAMC-EQ,UTIAMC,NSE
4055,PANACEABIO-EQ,PANACEABIO,NSE
1835,KANORICHEM-EQ,KANORICHEM,NSE
201,UNIDT-EQ,UNIDT,NSE
9552,RVNL-EQ,RVNL,NSE
8469,MITCON-EQ,MITCON,NSE
17395,SETF10GILT-EQ,SETF10GILT,NSE
10768,OAL-EQ,OAL,NSE
4847,KIMS-EQ,KIMS,NSE
21951,HFCL-EQ,HFCL,NSE
13501,ALLCARGO-EQ,ALLCARGO,NSE
1375,HCC-EQ,HCC,NSE
14398,AMDIND-EQ,AMDIND,NSE
270,CHEMCON-EQ,CHEMCON,NSE
21427,THEINVEST-EQ,THEINVEST,NSE
5108,KPIGREEN-EQ,KPIGREEN,NSE
3022,SDL26BEES-EQ,SDL26BEES,NSE
1348,HEROMOTOCO-EQ,HEROMOTOCO,NSE
18644,DIAMINESQ-EQ,DIAMINESQ,NSE
13725,DCBBANK-EQ,DCBBANK,NSE
6596,SONATSOFTW-EQ,SONATSOFTW,NSE
1289,GFLLIMITED-EQ,GFLLIMITED,NSE
20072,INFRABEES-EQ,INFRABEES,NSE
30392,NIF100IETF-EQ,NIF100IETF,NSE
2277,MRF-EQ,MRF,NSE
474,3MINDIA-EQ,3MINDIA,NSE
17764,REFEX-EQ,REFEX,NSE
19401,BOROLTD-EQ,BOROLTD,NSE
9260,ARROWGREEN-EQ,ARROWGREEN,NSE
1406,HINDPETRO-EQ,HINDPETRO,NSE
19036,PODDARMENT-EQ,PODDARMENT,NSE
18026,SBFC-EQ,SBFC,NSE
14764,071NSETEST-EQ,071NSETEST,NSE
3063,VEDL-EQ,VEDL,NSE
4747,INDNIPPON-EQ,INDNIPPON,NSE
18457,POWERINDIA-EQ,POWERINDIA,NSE
10577,KRBL-EQ,KRBL,NSE
22675,CAPITALSFB-EQ,CAPITALSFB,NSE
17547,AMRUTANJAN-EQ,AMRUTANJAN,NSE
13057,UNIPARTS-EQ,UNIPARTS,NSE
6863,BAJAJHCARE-EQ,BAJAJHCARE,NSE
5401,NGIL-EQ,NGIL,NSE
3908,PREMIERPOL-EQ,PREMIERPOL,NSE
3721,TATACOMM-EQ,TATACOMM,NSE
19289,MOM50-EQ,MOM50,NSE
8890,VERANDA-EQ,VERANDA,NSE
14014,LUMAXTECH-EQ,LUMAXTECH,NSE
20223,CLEDUCATE-EQ,CLEDUCATE,NSE
20296,SHAH-EQ,SHAH,NSE
15303,BANG-EQ,BANG,NSE
3672,SOLARA-EQ,SOLARA,NSE
11856,SHAHALLOYS-EQ,SHAHALLOYS,NSE
16192,PAVNAIND-EQ,PAVNAIND,NSE
15214,DVL-EQ,DVL,NSE
16996,TPHQ-EQ,TPHQ,NSE
1023,FEDERALBNK-EQ,FEDERALBNK,NSE
14853,OMAXE-EQ,OMAXE,NSE
20481,WIPL-EQ,WIPL,NSE
2289,HLEGLAS-EQ,HLEGLAS,NSE
13870,KUANTUM-EQ,KUANTUM,NSE
3403,AJOONI-EQ,AJOONI,NSE
6353,NIFTYETF-EQ,NIFTYETF,NSE
1507,MOGSEC-EQ,MOGSEC,NSE
12219,RUSTOMJEE-EQ,RUSTOMJEE,NSE
18721,NUVAMA-EQ,NUVAMA,NSE
308,BAJAJHIND-EQ,BAJAJHIND,NSE
7276,UDAICEMENT-EQ,UDAICEMENT,NSE
5528,KOTHARIPRO-EQ,KOTHARIPRO,NSE
31837,SREEL-EQ,SREEL,NSE
15330,QGOLDHALF-EQ,QGOLDHALF,NSE
12809,HYBRIDFIN-EQ,HYBRIDFIN,NSE
11432,KRITINUT-EQ,KRITINUT,NSE
10871,GRMOVER-EQ,GRMOVER,NSE
24409,DHANUKA-EQ,DHANUKA,NSE
1663,ATFL-EQ,ATFL,NSE
3348,SUNFLAG-EQ,SUNFLAG,NSE
11956,MEDANTA-EQ,MEDANTA,NSE
193,ARVIND-EQ,ARVIND,NSE
20878,MUFTI-EQ,MUFTI,NSE
526,BPCL-EQ,BPCL,NSE
1879,CARYSIL-EQ,CARYSIL,NSE
23184,MOREALTY-EQ,MOREALTY,NSE
20159,ARIHANTSUP-EQ,ARIHANTSUP,NSE
31415,NBCC-EQ,NBCC,NSE
357,NAM-INDIA-EQ,NAM-INDIA,NSE
16675,BAJAJFINSV-EQ,BAJAJFINSV,NSE
13796,MANALIPETC-EQ,MANALIPETC,NSE
3417,HONAUT-EQ,HONAUT,NSE
4299,STERTOOLS-EQ,STERTOOLS,NSE
22344,ALPL30IETF-EQ,ALPL30IETF,NSE
13528,GMRINFRA-EQ,GMRINFRA,NSE
20242,OBEROIRLTY-EQ,OBEROIRLTY,NSE
2454,CENTRUM-EQ,CENTRUM,NSE
19113,UDS-EQ,UDS,NSE
5610,ASTRAZEN-EQ,ASTRAZEN,NSE
8175,SAGARDEEP-EQ,SAGARDEEP,NSE
19237,MONIFTY500-EQ,MONIFTY500,NSE
8827,AVROIND-EQ,AVROIND,NSE
6125,GOODLUCK-EQ,GOODLUCK,NSE
1038,FINCABLES-EQ,FINCABLES,NSE
3906,CAPLIPOINT-EQ,CAPLIPOINT,NSE
11387,UMANGDAIRY-EQ,UMANGDAIRY,NSE
13381,KKCL-EQ,KKCL,NSE
10925,GODREJIND-EQ,GODREJIND,NSE
18102,NIFTY1-EQ,NIFTY1,NSE
1923,WEALTH-EQ,WEALTH,NSE
20080,EROSMEDIA-EQ,EROSMEDIA,NSE
7358,DATAPATTNS-EQ,DATAPATTNS,NSE
13702,VISHWARAJ-EQ,VISHWARAJ,NSE
40,AEGISLOG-EQ,AEGISLOG,NSE
17728,ASTEC-EQ,ASTEC,NSE
21676,HINDMOTORS-EQ,HINDMOTORS,NSE
19097,SILLYMONKS-EQ,SILLYMONKS,NSE
27107,SPECIALITY-EQ,SPECIALITY,NSE
7457,HAVISHA-EQ,HAVISHA,NSE
6944,GANECOS-EQ,GANECOS,NSE
12603,PRECAM-EQ,PRECAM,NSE
100,ARE&M-EQ,ARE&M,NSE
4041,JAYAGROGN-EQ,JAYAGROGN,NSE
14890,AKI-EQ,AKI,NSE
21808,SBILIFE-EQ,SBILIFE,NSE
10690,NIFTYQLITY-EQ,NIFTYQLITY,NSE
11782,EVEREADY-EQ,EVEREADY,NSE
136,ANDHRSUGAR-EQ,ANDHRSUGAR,NSE
2481,ONWARDTEC-EQ,ONWARDTEC,NSE
20956,SUNCLAY-EQ,SUNCLAY,NSE
3021,SOTL-EQ,SOTL,NSE
11233,SUVEN-EQ,SUVEN,NSE
6782,NIPPOBATRY-EQ,NIPPOBATRY,NSE
16965,TATAMTRDVR-EQ,TATAMTRDVR,NSE
24067,IXIGO-EQ,IXIGO,NSE
3375,SURYAROSNI-EQ,SURYAROSNI,NSE
11457,NV20-EQ,NV20,NSE
1232,GRASIM-EQ,GRASIM,NSE
11193,AXISILVER-EQ,AXISILVER,NSE
1672,HGINFRA-EQ,HGINFRA,NSE
22656,SIGNPOST-EQ,SIGNPOST,NSE
17313,LLOYDSME-EQ,LLOYDSME,NSE
14774,111NSETEST-EQ,111NSETEST,NSE
17477,CONTROLPR-EQ,CONTROLPR,NSE
6792,SBC-EQ,SBC,NSE
7886,MHLXMIRU-EQ,MHLXMIRU,NSE
255,NIRAJ-EQ,NIRAJ,NSE
14672,NAVINFLUOR-EQ,NAVINFLUOR,NSE
17778,ATL-EQ,ATL,NSE
19783,MUFIN-EQ,MUFIN,NSE
19878,ESAFSFB-EQ,ESAFSFB,NSE
18110,VASCONEQ-EQ,VASCONEQ,NSE
18011,WHIRLPOOL-EQ,WHIRLPOOL,NSE
18142,EMMBI-EQ,EMMBI,NSE
22521,NIF5GETF-EQ,NIF5GETF,NSE
4892,SAREGAMA-EQ,SAREGAMA,NSE
16696,GHCLTEXTIL-EQ,GHCLTEXTIL,NSE
11027,INFOBEAN-EQ,INFOBEAN,NSE
11496,AMBICAAGAR-EQ,AMBICAAGAR,NSE
12124,DOLATALGO-EQ,DOLATALGO,NSE
993,EVERESTIND-EQ,EVERESTIND,NSE
20110,GREENPOWER-EQ,GREENPOWER,NSE
14511,BANSWRAS-EQ,BANSWRAS,NSE
17424,GLOBUSSPR-EQ,GLOBUSSPR,NSE
24404,ABGSEC-EQ,ABGSEC,NSE
2709,MTARTECH-EQ,MTARTECH,NSE
31234,SCHNEIDER-EQ,SCHNEIDER,NSE
19015,MVGJL-EQ,MVGJL,NSE
7838,NETF-EQ,NETF,NSE
522,ICICIB22-EQ,ICICIB22,NSE
20425,NACLIND-EQ,NACLIND,NSE
3002,WONDERLA-EQ,WONDERLA,NSE
22717,ENTERO-EQ,ENTERO,NSE
10738,OFSS-EQ,OFSS,NSE
8342,GSEC5IETF-EQ,GSEC5IETF,NSE
3078,SHANTIGEAR-EQ,SHANTIGEAR,NSE
21017,FMNL-EQ,FMNL,NSE
4127,SAMBHAAV-EQ,SAMBHAAV,NSE
29050,ZUARI-EQ,ZUARI,NSE
19196,TI-EQ,TI,NSE
25756,VIKASECO-EQ,VIKASECO,NSE
2256,PENINLAND-EQ,PENINLAND,NSE
1338,SDBL-EQ,SDBL,NSE
24532,FILATEX-EQ,FILATEX,NSE
13750,FLUOROCHEM-EQ,FLUOROCHEM,NSE
10693,MOMENTUM-EQ,MOMENTUM,NSE
17818,LTIM-EQ,LTIM,NSE
1153,GLAXO-EQ,GLAXO,NSE
